1263652	진이뽀님은 왜 별명이 진이뽀인건가요?	9	0	2021-09-28	890
1262922	금융공기업(+준공공기관 서보보, 거래소, 금융관련원, 협회등) 선배와의 대화 시리즈를 위해 선배님 현황을 파악하고 있습니다.	13	23	2021-09-27	1264
1262690	넷플릭스 빈자리 있나유?!	7	1	2021-09-27	262
1262653	LG전자, 서강대 AI대학원과 손잡다(LG트랙 추가)	49	276	2021-09-27	4785
1261849	[마감] 말 나온김에.. 라프텔 같이 보실 분 구해봅니다.	7	3	2021-09-26	698
1260893	공지를 쓰고 있는데 우리학교에서는 '융합전공'을 영어로 어떻게 부르나요..?	11	5	2021-09-24	1159
1260831	최종합격을 전화로 연락받았는데 이거 실화겠죠..?	21	197	2021-09-24	5279
1260790	영어강의 질문 있어요	5	3	2021-09-24	492
1260775	서강 후드티같은거 파는 곳 아직 있나요??	4	1	2021-09-24	603
1260620	경영과학 ㅈㅅㅂ 교수님 녹화본 또는 필기 구합니다	0	-1	2021-09-24	252
1260476	[에이블 영어도서관] 광흥창역 초등 영어학원 선생님 모집합니다	0	1	2021-09-24	232
1260408	면접 이미지 특강 안내(10/1 금)	0	1	2021-09-24	202
1260368	제휴 마케팅과 콜라보 마케팅은 같은 말 맞나요?	2	0	2021-09-24	336
1260245	장학금 추천서 총장 직인	3	1	2021-09-23	463
1260058	[서강학보/기프티콘] 어린시절 추석의 기억을 공유해주세요!	0	0	2021-09-23	256
1259923	[긴급편성] 자소서 무물 특집(9/24 금)-취리텔 104회	0	0	2021-09-23	263
1259836	경제학과 대학원 입학 온라인 설명회(AI금융전공 신설)	3	15	2021-09-23	677
1259824	통계역학 박정혁교수님 9/13,15 수업 녹화하신분 계실까요?	0	-2	2021-09-23	243
1259809	9/23 의사결정론 필기 구합니다.	0	0	2021-09-23	224
1259774	학교근처(대흥, 공덕..) 정형외과	5	1	2021-09-23	389
1259731	새내긴데 와이파이 secure그거 쓰는법좀…	4	1	2021-09-23	576
1259722	공고상 우대전공과 채용상담 시 추천 직무의 차이?	1	1	2021-09-23	219
1259549	대학원생분들께 질문	7	2	2021-09-22	604
1259272	[서강학보] '코로나 시대의 시험 방식'에 대한 글을 모집합니다!	1	3	2021-09-22	321
1259268	라켓볼 동아리 아직 있나요?	1	0	2021-09-22	402
1259245	호텔 잘알 추천해주세요	25	5	2021-09-22	1047
1259244	서강학보,서강TV 기자분들께	0	19	2021-09-22	521
1259200	서강대 AI 대학원 연구실	19	7	2021-09-22	868
1259145	취업과 진로고민에 넷플만큼 잼있는 취리텔 다시보기 오픈	0	2	2021-09-22	309
1258980	스타트업 관련 조언 구합니다!(안드로이드 어플 mvp 제작)	16	6	2021-09-21	614
1258435	조언을 구합니다.	9	37	2021-09-21	880
1257673	SGBS에서 인터뷰이를 찾습니다.	14	-30	2021-09-20	1990
1257643	허리 복대 추천	3	6	2021-09-20	412
1257452	과거 치킨집 이름을 찾습니다	27	10	2021-09-20	1643
1257397	서강대 컴공 복전생인데	15	23	2021-09-20	1337
1255890	(서강학보 기자분들께)국제인문학부 학생회 관련 취재를 요청드립니다.	12	91	2021-09-19	2327
1255807	상속에 관해 잘 아시는 분 계신가요?	15	-2	2021-09-19	824
1255439	[서강학보/기프티콘] 어린 시절 추석의 기억을 공유해주세요!	0	0	2021-09-18	186
1255340	[서강학보] '전면 실시간 강의 및 대면 시험'에 대한 설문 참여 부탁드립니다.	2	4	2021-09-18	278
1255284	본교, 서강대역 개발사업 추진협약 체결 관련 이사회 보고	0	24	2021-09-18	578
1254884	중3 2학기 내신 챙기나?	17	4	2021-09-17	876
1254693	카카오 2차 준비 다들 어떻게 하시나요	16	1	2021-09-17	749
1254418	[졸업시켜주세요] 연구 참여 부탁드립니다.	1	12	2021-09-17	473
1254325	경원론 김영철 교수님	1	0	2021-09-17	157
1253997	[서강학보/기프티콘] 어린시절 추석의 기억을 공유해주세요!	0	0	2021-09-16	152
1253940	[서강학보] '코로나 시대의 시험 방식'에 대한 글을 모집합니다!	0	3	2021-09-16	112
1253930	체그 조수석에 태워 주실 분 구합니다.	0	0	2021-09-16	151
1253904	[서강학보] '전면 실시간 강의 및 대면 시험'에 대한 설문 참여 부탁드립니다.	0	5	2021-09-16	119
1253650	코퍼스언어학 (9/16) 오늘자 필기본 구합니다!	0	0	2021-09-16	119
1253640	환경공학 오늘(9/16) 수업 녹화본 구합니다.	0	0	2021-09-16	121
1253531	올해 서강대 CPA 66명 → 73명으로 합격자 수 수정	9	25	2021-09-16	947
1253330	AWS 써보신 분들.. 도와주세요~~ (발표할 주제가 필요해요)	7	8	2021-09-16	500
1253294	학교에서 반지를 분실했습니다ㅜㅜ	0	6	2021-09-15	245
1253059	Chegg 남는자리있나요?	2	0	2021-09-15	262
1253034	[서강학보] '전면 실시간 강의 및 대면 시험'에 대한 설문 참여 부탁드립니다.	0	2	2021-09-15	142
1252982	스마트폰 사용시간 제한 그룹 있나요?	15	0	2021-09-15	265
1252933	9/15 현대사회의이해 수업 녹화본 구합니다	5	0	2021-09-15	174
1252816	잼관 ㅇㅇㅈ 교수님 퀴즈	2	1	2021-09-15	164
1252791	바로 오늘(9/15) 공기업 면접대비 특강 (15:00-18:00)	0	0	2021-09-15	87
1252783	[sgbs펌] 장형수 교수 기사	0	11	2021-09-15	272
1252760	kmooc 스터디 같이 하실 분 구합니다!	4	0	2021-09-15	174
1252298	후문에서 돈을 주웠습니다.	3	30	2021-09-14	1259
1252291	[크롬 확장프로그램 런칭 홍보] 줌마크 - 당신의 줌 링크를 북마크하세요	6	13	2021-09-14	303
1251990	J관 사물함 구합니다!	0	2	2021-09-14	91
1251988	티빙 4인팟 1분 모십니다!!	2	0	2021-09-14	158
1251950	국제인문학부만을 위한 취업특강! 3년치 국제인문학부 선배 취업데이터 분석 진로특강	0	1	2021-09-14	127
1251937	저학년 진로 취업 전략, 고학년 취업전략, 산업기업직무분석-자소서, 면접 연계 취리텔 다시보기	0	0	2021-09-14	127
1251898	꿈이 없는 1학년인데 뭘해야할까요...	27	13	2021-09-14	812
1251838	[마감]영어 회화 스터디 인원 모집합니다!	11	2	2021-09-14	283
1251690	[마감] 웨이브 같이 보실분 3명 모집해요!(4인팟 3개월 3500원)	8	0	2021-09-14	212
1251315	삼전 성적증명서? 첨부를 안한것 같네요..	4	0	2021-09-13	653
1251299	계절 수요조사 기간입니다!	0	0	2021-09-13	104
1251287	SGBS에서 인터뷰이를 찾습니다.	3	0	2021-09-13	269
1251226	이사갈때 인터넷 처리 어떻게해?	6	0	2021-09-13	246
1251181	한의전 준비하시는 분 있으신가요??	4	2	2021-09-13	345
1251049	한탄주의) skt500자 3항목 +포폴 제출	1	5	2021-09-13	310
1251006	AICPA는 어느 정도 효용성이 있는 것인가요?	2	2	2021-09-13	424
1250777	튜글(튜터링을 통한 글쓰기 능력 신장) 들으시는 분 계신가요?	0	0	2021-09-12	90
1250694	입사 전 한달 어떻게 보내야 할까요?	7	9	2021-09-12	605
1250648	하반기 취업 스터디 자리남는거 있나요?(문과 영업/마케팅)	5	2	2021-09-12	331
1250550	고등 내신 영어 사이트 이그잼포유 계정 공유하실분을	4	0	2021-09-12	149
1250527	일물2 관련 질문	1	0	2021-09-12	118
1250483	왓챠 한 자리 들어갑니다~~	4	0	2021-09-12	114
1250477	학교에 와이파이	2	1	2021-09-12	91
1250461	'국가는 왜 실패하는가' 명성이 어느정도 인가요?	15	13	2021-09-12	524
1250253	지갑 분실물 습득했습니다	0	0	2021-09-12	117
1250218	왕규호 교수님 게임이론/미시경제학II 9/9 필기 구합니다	0	0	2021-09-12	80
1250038	혹시 투운사 합격자분들 있나요?	12	2	2021-09-11	500
1249681	휴학 관련 질문	2	0	2021-09-11	255
1249672	신입 면접에서 현재 타기업 재직중 여부가 어떻게 받아들여 질까요?	2	1	2021-09-11	309
1249621	[인터뷰이 모집] 자료구조 1분반 수강생	1	4	2021-09-11	215
1249551	논문으로 공부하는 법 질문드립니다.	12	18	2021-09-11	598
1249256	< 뉴비 개발자들의 프로젝트 구하기 프로젝트 : 사이버 인력소 1.0 >	0	47	2021-09-10	803
1249228	스마트폰 삭제된 파일 복구 업체 추천해주실 수 있으신가요	5	6	2021-09-10	285
1249217	서강대 2021 CPA 합격자 66명, 전년도 대비 8명 증가	14	107	2021-09-10	2535
1249142	영어 회화 / 과외 = 싸게 해드립니다	4	14	2021-09-10	476
1249110	(사례 해드려요!)생활지도 및 상담 한기백 교수님 두 번째 수업시간 필기 구합니다.	0	0	2021-09-10	78
1249058	가치평가 이론과 실무 교재 질문	4	0	2021-09-10	151
1248990	바로 오늘(9/10) 공기업 지원 서류(자소서 포함) 작성법(15:00-18:00)	0	1	2021-09-10	55
1248962	선형대수학(이영란) 스터디그룹 모집합니다	0	0	2021-09-10	93
1248936	D-2 서강대학교X코멘트 제휴혜택 이벤트 !!	0	0	2021-09-10	80
1248928	네이버플러스멤버십 패밀리 초대받으실 2분 구해요~	0	-3	2021-09-10	112
1248898	[~09.12] 코멘토 x 서강대 제휴인증 이벤트 (feat. 코멘토 서포터즈)	0	4	2021-09-10	71
1248893	(취지팀) 잡다(JOBDA) 2021년 하반기 총 89개 기업 대규모 인턴 채용	2	0	2021-09-10	88
1248819	길버트 스트랭 Introduction to Linear Algebra International Edition	1	0	2021-09-10	151
1248703	ppt글자효과 일괄변경 질문드려요	2	0	2021-09-09	183
1248399	(취지팀)9월 셋째주(9월 14일, 15일) 면접특강(일반/공기업) 안내!(사전신청 링크 송부)	0	1	2021-09-09	92
1248222	혹시 어제 삼성 반도체트랙 설명회 들으신 분 있나요?	3	-1	2021-09-09	355
1248200	컴퓨터아키텍쳐 프로젝트 난이도/많이 듣나요 이과목?	14	2	2021-09-09	384
1248189	[공지] 취업지원팀 개인 1:1 상담 신청법 다섯 가지 (서류교체 불가)	0	2	2021-09-09	108
1248188	서강대의 문장가들에게 질문드립니다.	14	12	2021-09-09	524
1247926	급) 삼성전자 ds 영업마케팅 직무에서 pm 포지션은 영업인가요 마케팅인가요?	2	-3	2021-09-08	466
1247851	1학년인데 진짜 망한것 같아요.	16	8	2021-09-08	1452
1247813	설계전공 교과목 리스트에 학점교류로 들은 수업도 넣을 수 있나요?	0	0	2021-09-08	79
1247788	[서강학보]  E-sport 대회 관련 설문조사 부탁드립니다!	0	5	2021-09-08	110
1247733	#PD수첩제보 데이트폭력 교제폭력	4	-1	2021-09-08	465
1247695	왓챠 1자리 들어가고 싶어요 ㅠㅠ	0	0	2021-09-08	59
1247625	슈링크 맞아보신분 있나요	4	5	2021-09-08	299
1247619	현장실습 학기제 질문입니다!!	4	0	2021-09-08	114
1247374	국제학생증 이번에도 기업은행에서 발급이벤트 하려나요 ..	0	0	2021-09-08	147
1247352	[서강학보] 폐강기준 변경으로 폐강된 과목 수강생 제보받습니다.	0	1	2021-09-08	154
1247147	서울 42 하시는 분 있나요?	7	1	2021-09-07	765
1247044	(내용수정) 컴퓨터공학과 부비대위원장님 2차 해명문 언제 올리시나요?	11	137	2021-09-07	4184
1246720	전자과 학점 2점 중반대도 대기업 갈 수 있을까요..	26	6	2021-09-07	1211
1246715	급) 댄스스포츠1 수강생 모집	2	9	2021-09-07	423
1246668	2021 하반기 취업지원팀 서강톡톡 채널 업데이트 안내	0	0	2021-09-07	160
1246567	<기계학습기반의텍스트마이닝(R언어)>같이 들을 학우분을 찾습니다!!!!!!!!!!	5	2	2021-09-07	280
1246550	생심 한기백 교수님 과제	0	0	2021-09-07	105
1246516	생산관리론 이준겸 교수님 교재필요한가요?	2	0	2021-09-07	119
1246484	혹시 학교주변에 악기 문외한도 잘 설명해주는 악기 가게있나요?	8	0	2021-09-07	189
1246472	제 글 보이시나요	6	4	2021-09-07	453
1246460	컴공 형님들.. 질문이 있습니다.	1	2	2021-09-07	418
1246450	안녕하세요 컴퓨터공학과 부비대위원장입니다. 롤대회 관련입니다.	35	-111	2021-09-07	2168
1246353	응용경영통계 내일까지인 강의	2	0	2021-09-06	207
1246339	오세제 교수님	0	0	2021-09-06	171
1246311	교환학생 질문드립니다	1	1	2021-09-06	222
1246234	cfa ㅇㅍㅅ Lv2. Main course 강의 양도합니다.	0	1	2021-09-06	173
1246174	컴공 롤 대회 피해자입니다. 부디 읽어주세요.	227	657	2021-09-06	11941
1246166	컴실1 같이 공부해요	0	2	2021-09-06	244
1246158	J관 사물함 구해봅니다 ㅎㅎ	1	0	2021-09-06	172
1246101	전인갑 교수님 수업 학점 정말 많이 짠가요?	4	0	2021-09-06	204
1245952	스마트폰 OS에 대한 뻘질문 드립니다.	1	5	2021-09-06	242
1245900	국제무역론 9/6수업	1	-1	2021-09-06	248
1245894	토플 단기간 상승 학원 추천	4	2	2021-09-06	289
1245849	정채*님의 우리카드를 습득했습니다	0	1	2021-09-06	157
1245810	언론소개-MOS방 총장님과의 랜선채팅(취지팀)	0	2	2021-09-06	102
1245780	공무원 안 자르는 이유가 먼가요	16	-16	2021-09-06	479
1245751	등산 초보 코스 추천	10	1	2021-09-06	209
1245596	교환학생관련 학원 추천 !	13	2	2021-09-06	332
1245572	경영통계학 김명석 교수님 들으시는 분	4	0	2021-09-06	188
1245430	석유화학 업계 짱먹고싶어요	13	9	2021-09-05	730
1245357	[서강학보에게] 이산구조 수업에 대한 다른 관점의 보도도 부탁드립니다.	9	39	2021-09-05	941
1245280	혹시 영글2 바이런교수님 수업 들으신 분 계신가요?	2	0	2021-09-05	201
1244937	회계원리 개정판 질문	2	0	2021-09-05	205
1244909	실험물리학4 A-이상 족보 삽니다.	7	-27	2021-09-05	651
1244690	산업경제학 첫 시간 질문	2	1	2021-09-04	300
1244472	SGBS에서 다큐멘터리 출연자를 찾습니다.	0	-2	2021-09-04	357
1244430	horowitz 자료구조 책 질문	9	2	2021-09-04	344
1244113	조상현 교수님 선대 문의	2	0	2021-09-03	316
1244009	대학 서적 여기서 구매/판매 하세요!	0	6	2021-09-03	500
1243844	안성필 교수님 가치평가이론과실무 팀원 구합니다 (완료)	0	1	2021-09-03	316
1243738	상담심리학 들으시는 분 계신가요??	3	0	2021-09-03	318
1243734	바로 오늘 9/3(금) 공기업 지원전략과 채용 동향 및 대응방안 특강 접속 안내	0	0	2021-09-03	248
1243597	왓챠(저)<->넷플(님) 교환	4	1	2021-09-03	300
1243546	취지팀 취사선택 기부 244명 5,558만원 기부약정/ 4,520만원 입금완료	0	12	2021-09-03	241
1243449	학회 졸업후에	7	3	2021-09-03	632
1243304	독언문1 이승희 교수님 첫 수업	2	0	2021-09-02	233
1243234	4학기 경영학회 질문있습니다!!	12	7	2021-09-02	642
1243228	[서강학보] 이산구조 수업 논란에 대한 수강생 제보 받습니다.	0	4	2021-09-02	229
1243125	체그 결제하신 분 중에 공유하실 분 구합니다!	0	0	2021-09-02	193
1242996	취지팀 9월 둘째주(9/7~9/10) 진로취업특강 안내!(사전신청 링크 송부)	0	1	2021-09-02	204
1242960	김지현교수님 대학수학	0	0	2021-09-02	230
1242851	응용경영통계 오늘 뭐하셨는지 알려주실 분 계신가요?	4	0	2021-09-02	197
1242775	VLSI 수업 듣는분 계신가요?	1	0	2021-09-02	200
1242711	경영 영강 들을만한거 없나	1	1	2021-09-02	208
1242601	졸업 직전 계절학기 수강	2	0	2021-09-02	250
1242567	계절때는 비전공자도 경영대 수업 들을수있나욥?!	2	0	2021-09-02	226
1242541	이덕환 교수님 자연과 인간 들으시는 분	2	0	2021-09-02	191
1242505	생산관리론 수학 잘 못하면 어렵나요..?	4	0	2021-09-02	203
1242319	[모집] 게더서강 롤 대회 나가실 정글러 1분 구합니다..!	2	1	2021-09-01	297
1242270	경영학회 렌즈 지원할때	8	3	2021-09-01	697
1241951	학점등록 대상자 질문드립니다 ㅠㅠ	4	1	2021-09-01	317
1241929	전화영어 추천해주세요	3	0	2021-09-01	376
1241787	LG계열사 영어면접 경험 있으신 분 계신가요?	12	0	2021-09-01	465
1241767	기계공학과 설방 분반 변경	0	0	2021-09-01	194
1241678	[서강학보] 비대면 수강허가 관련 불만사항 의견 받습니다.	1	9	2021-09-01	271
1241671	오버워치 게더서강 팀 모집	0	0	2021-09-01	143
1241547	월세집 계약만료 전 이사할 때 세입자 구하는 법?	3	0	2021-09-01	271
1241501	사이버 캠퍼스에 비정규과목 안보이게 하는 방법 없나요..?	0	0	2021-09-01	171
1241257	[서담서치 공식 런칭] 서담 검색을 더 쉽게! 서담서치를 소개합니다!	43	167	2021-08-31	3415
1241194	보육원 봉사활동	0	2	2021-08-31	287
1241007	9월 첫주 취업특강(자소서, 면접 등) 사전신청 안내	0	2	2021-08-31	308
1240910	22살인데 세월이 너무 빠르다	15	-15	2021-08-31	1112
1240908	탈모 치료 관련 조언 부탁드립니다..	20	2	2021-08-31	620
1240900	9.2에 수업 주우면 사캠에 바로 반영되나요??	4	0	2021-08-31	492
1240600	졸업해야하는데 필수 과목 수강신청 망했어	5	1	2021-08-31	748
1240431	혹시 개설교과목정보에서 국제관계와유럽 수업 교수님 변경된거로 보이시나요?	2	0	2021-08-30	377
1240301	티빙 모집하거나 충원하시는 분 계실까요?	5	0	2021-08-30	293
1240158	교환학생  질문드립니다!	12	2	2021-08-30	400
1240149	취득, 이수학점 질문 있습니다	1	1	2021-08-30	257
1240085	영글2 교과서 어디서 구해야하나요?	0	0	2021-08-30	204
1240000	박종구 전 총장	1	26	2021-08-30	716
1239952	졸업 후 논문 이용 방법	6	2	2021-08-30	365
1239903	교환 취소 불이익 질문이요!	3	1	2021-08-30	470
1239658	이베리코 삼겹살 어느 사이트가 맛있나요!!	1	1	2021-08-29	341
1239529	개강 후 줍기는 어떻게하는 건가요	4	3	2021-08-29	538
1239368	혈소판 지정헌혈 급구	0	6	2021-08-29	332
1239188	학교 근처 원룸 질문	5	0	2021-08-28	659
1239158	영화를통한영어연습 김재필 교수님	0	1	2021-08-28	388
1238877	지인의 어머니가 골프장 카트사고를 당하셨습니다	26	196	2021-08-28	4736
1238828	SAINT에서 졸업증명서 PDF로 저장할 수 있나요?	8	2	2021-08-28	727
1238767	비대면 축제와 관련된 다미들의 생각이 정말 궁금해! 모여줘!	18	158	2021-08-28	2852
1238743	여행경비(코로나 끝)	9	1	2021-08-28	751
1238708	총학 오버워치 대회	3	2	2021-08-28	502
1238540	길을 잃은 것 같습니다.. 어떻게 해야할까요..	14	13	2021-08-27	1286
1238496	운영체제 질문입니다ㅜㅜㅜ	0	0	2021-08-27	380
1238459	[분실물] 도서관에서 버즈 프로 케이스를 분실했습니다	0	2	2021-08-27	299
1238398	보스턴 VS 샌프란 교환 질문이요!	8	0	2021-08-27	557
1238373	울학교에서 취업박람회를! 취업박람회로 정보얻는 법!	0	4	2021-08-27	295
1238258	원룸 구할 때 건물용도가 주택이 아닌 건 피하는 게 좋은가요?	2	3	2021-08-27	460
1238207	스카이 가려고 재수 하는 게 의미가 있을까요?	22	-3	2021-08-27	941
1238204	등록금 뽕뽑기! 취업지원팀 개인 1:1 상담 신청법 다섯 가지	1	2	2021-08-27	311
1238071	경영 전공예비 질문..	2	0	2021-08-27	379
1238012	학회 질문!!	4	2	2021-08-26	615
1237972	미적분학2를 위한 미적분학1 예/복습 조언 부탁드립니다.	5	-2	2021-08-26	398
1237761	한재형 교수님 경정시(님) <-> 경영과학 (조성빈) 시장조사론 (박세훈) 미래창업...(김진화) (저)	1	1	2021-08-26	420
1237610	chegg 아이디로 문제 하나 조회해주실분 있나요!	0	0	2021-08-26	383
1237606	양적고 비싼 배달메뉴가 뭐가 있을까	10	0	2021-08-26	1052
1237595	토플 인증 스터디 하실 분 있나요?	5	0	2021-08-26	410
1237529	브롤스타즈 서강대학교 클럽 운영자님...	2	1	2021-08-26	573
1237495	학교(대흥역)근처 토익학원	1	0	2021-08-26	420
1237339	공부,고시,과제,업무를 하시는 분들을 위한 유튜브 채널홍보 하나만 하겠습니다!!♡	18	111	2021-08-25	2639
1237298	취지팀 [9/1(수)~9/3(금) 진로/취업 특강 사전신청 링크 오픈]	5	3	2021-08-25	376
1237242	응용미시계량 폐강 관련 !!	8	7	2021-08-25	475
1237159	R관 5층 계단) 우산 잃어버렸습니다ㅠ	0	1	2021-08-25	279
1237130	공군vs육군	13	0	2021-08-25	613
1236763	ph 4.5 샴푸 추천 가능할까요?	3	0	2021-08-24	504
1236740	학회 지원서...ㅜㅜ	8	16	2021-08-24	1006
1236636	뚱뚱하면 보통 땀냄새가 심해져?	5	4	2021-08-24	1027
1236634	J관 사물함 2학기동안 빌려주실 분!!	5	0	2021-08-24	362
1236476	[질적 연구 보조] 질적 연구 분석 (인터뷰 코딩) 연구원 모집	0	0	2021-08-24	306
1236398	※ 오픽 할인! 외국어말하기평가 오픽(OPIc) 대학연합 정기평가 9~10월 일정 안내 ※	0	5	2021-08-24	351
1236358	학지팀 때문에 휴학하게 생겼어요~	45	216	2021-08-24	4518
1236270	일화실 1학년때 못들으면	4	1	2021-08-24	324
1236268	명상 배우고 싶은데 유튜브 채널 추천좀!!	2	0	2021-08-24	247
1236266	기업에서 정말 뽑고 싶은 사람(최차장 컬럼 공유)	0	4	2021-08-24	325
1236234	[서강학보] '코딩 의무교육 실태'에 대한 설문 참여 부탁드립니다!!!	0	0	2021-08-24	181
1236206	학점 남는 분 종세문 신광식 교수님 강의 담아주실 수 있을까요ㅠㅠㅠㅜ	0	1	2021-08-24	186
1236142	노재호 교수님 (미국문화사) 싸인 받아주시나요 !	0	0	2021-08-24	190
1236080	수강허가 같은 전공(미엔)에서 두 개 부탁드리고 되는 거 해도 되나요..	1	0	2021-08-24	203
1235999	학회	4	1	2021-08-24	542
1235795	학회 두개 지원해도 되나요...?	18	6	2021-08-23	1138
1235788	과외 그만두기 전	7	2	2021-08-23	521
1235593	MOS동문님과 총장님의 랜선채팅 서강무물/동문대상 이직특강 안내	0	4	2021-08-23	297
1235429	오늘부터 26일까지 등록금 내삼~~	0	21	2021-08-23	583
1235186	시나리오	5	5	2021-08-22	472
1235168	여다미 파마할 헤어샵 추천부탁드려요...!	8	4	2021-08-22	703
1235134	넷플 자리 남는 곳 있나용	0	0	2021-08-22	304
1235119	혹시 등산 소모임 있나요?	16	9	2021-08-22	742
1235089	[서강학보] '코딩 의무교육'에 대한 설문 참여 부탁드립니다!!!	0	6	2021-08-22	375
1234925	공군 인사교육(총무)로 복무하셨던 or 복무중이신 선배님들께 여쭤볼 것이 있습니다.	31	9	2021-08-22	809
1234833	(홍보)교양영어 교수님들의 신설 과목들	1	20	2021-08-21	607
1234719	서강다여트메이트 3분 선착순 추가모집!!!	6	0	2021-08-21	559
1234660	학과 단톡방 질문 있습니다.	6	1	2021-08-21	707
1234457	[1.5시간, 총 30,000원] 강의 비디오에 대한 데이터 라벨링 실험 참가자 모집	0	0	2021-08-21	547
1234299	석사 이제 입학하는데 우울하네요	9	39	2021-08-20	1786
1234229	곤자가 b동 7층 룸메 찾아요	3	0	2021-08-20	599
1234220	컴활 자격증 있으면 워드 자격증 굳이 필요없나요?	3	5	2021-08-20	617
1234167	클릭센스/Tableau 잘알 있으신가요?	0	2	2021-08-20	348
1233871	단순히 전문직이 하고싶다는 이유 만으로 cpa/로스쿨 진입	20	13	2021-08-20	1647
1233862	학교근처 정형외과 추천해주실수있나요?	0	0	2021-08-20	277
1233842	7년 여자친구랑 아직까지도 롤때문에 싸웁니다.	18	8	2021-08-20	1458
1233764	캡슐세제 나눠 구매하실 분 구합니다~!	0	0	2021-08-19	375
1233737	웨이브 공석 있을까요...?	3	0	2021-08-19	375
1233617	놀랍게도 나 한국인인데 국어질문..	8	2	2021-08-19	801
1233599	고시생 홈트 영상 추천해주실수 있나요?	21	2	2021-08-19	658
1233493	비대면 기계공학실험 어떻게 진행됐나요? 20년에 들으신분!,,,	0	5	2021-08-19	355
1233360	공학부 컴퓨팅사고력	0	1	2021-08-19	326
1233279	(취지팀)9월 입사지원서 클리닉 오픈! (일반상담도 가능/취지팀 레전드 남승미, 김경아 선생님 진행)	0	0	2021-08-19	246
1233277	학사모 알바트로스 인형 구매 원하시는 분	1	-1	2021-08-19	315
1233260	칭찬방	0	0	2021-08-19	262
1233227	[마감] 오늘 오후 2시 수강신청 부탁드립니다!!! (실수로 링크 삭제했습니다 ㅈㅎ님 들어와주세요!!)	0	0	2021-08-19	506
1233210	헌혈 못하는 거 서럽네	0	2	2021-08-19	286
